Date Start,Date End,Open,High,Low,Close,Volume,Market Cap
"Dec 15, 2022","Dec 16, 2022","$ 1,310.01","$ 1,312.55","$ 1,263.54","$ 1,266.91",$ 20.45B,$ 157.16B
"Dec 14, 2022","Dec 15, 2022","$ 1,322.70","$ 1,349.09","$ 1,306.41","$ 1,310.33",$ 21.13B,$ 162.20B
"Dec 13, 2022","Dec 14, 2022","$ 1,275.01","$ 1,341.12","$ 1,258.50","$ 1,321.59",$ 18.73B,$ 158.56B
"Dec 12, 2022","Dec 13, 2022","$ 1,263.24","$ 1,276.45","$ 1,242.25","$ 1,274.64",$ 11.96B,$ 153.46B
"Dec 11, 2022","Dec 12, 2022","$ 1,266.76","$ 1,282.21","$ 1,259.74","$ 1,263.78",$ 7.45B,$ 155.63B
"Dec 10, 2022","Dec 11, 2022","$ 1,262.76","$ 1,279.40","$ 1,261.39","$ 1,265.11",$ 10.22B,$ 155.15B
"Dec 09, 2022","Dec 10, 2022","$ 1,280.58","$ 1,290.72","$ 1,258.05","$ 1,262.20",$ 15.89B,$ 156.22B
"Dec 08, 2022","Dec 09, 2022","$ 1,231.76","$ 1,286.14","$ 1,224.84","$ 1,281.75",$ 14.24B,$ 152.58B
"Dec 07, 2022","Dec 08, 2022","$ 1,271.07","$ 1,271.93","$ 1,224.45","$ 1,233.05",$ 15.39B,$ 151.82B
"Dec 06, 2022","Dec 07, 2022","$ 1,259.41","$ 1,272.79","$ 1,245.80","$ 1,272.79",$ 14.34B,$ 153.93B
"Dec 05, 2022","Dec 06, 2022","$ 1,279.65","$ 1,302.85","$ 1,249.77","$ 1,259.13",$ 15.19B,$ 156.74B
"Dec 04, 2022","Dec 05, 2022","$ 1,240.85","$ 1,281.86","$ 1,240.85","$ 1,280.98",$ 13.26B,$ 154.46B
"Dec 03, 2022","Dec 04, 2022","$ 1,294.84","$ 1,300.20","$ 1,238.55","$ 1,242.38",$ 14.20B,$ 155.83B
"Dec 02, 2022","Dec 03, 2022","$ 1,275.84","$ 1,293.72","$ 1,267.67","$ 1,293.72",$ 15.34B,$ 156.64B
"Dec 01, 2022","Dec 02, 2022","$ 1,294.84","$ 1,294.84","$ 1,263.99","$ 1,274.91",$ 19.78B,$ 156.65B
"Nov 30, 2022","Dec 01, 2022","$ 1,217.14","$ 1,302.26","$ 1,216.41","$ 1,296.27",$ 21.26B,$ 155.64B
"Nov 29, 2022","Nov 30, 2022","$ 1,168.70","$ 1,224.22","$ 1,161.61","$ 1,217.21",$ 18.65B,$ 147.63B
"Nov 28, 2022","Nov 29, 2022","$ 1,194.28","$ 1,199.52","$ 1,155.37","$ 1,169.48",$ 15.55B,$ 143.53B
"Nov 27, 2022","Nov 28, 2022","$ 1,205.80","$ 1,221.94","$ 1,193.85","$ 1,193.85",$ 11.74B,$ 148.65B
"Nov 26, 2022","Nov 27, 2022","$ 1,198.44","$ 1,225.97","$ 1,197.91","$ 1,206.78",$ 14.76B,$ 148.72B
"Nov 25, 2022","Nov 26, 2022","$ 1,204.77","$ 1,204.77","$ 1,175.99","$ 1,199.17",$ 15.47B,$ 145.64B
"Nov 24, 2022","Nov 25, 2022","$ 1,186.07","$ 1,214.77","$ 1,181.90","$ 1,204.06",$ 20.79B,$ 146.82B
"Nov 23, 2022","Nov 24, 2022","$ 1,138.83","$ 1,186.79","$ 1,129.99","$ 1,185.20",$ 22.39B,$ 142.31B
"Nov 22, 2022","Nov 23, 2022","$ 1,107.69","$ 1,138.39","$ 1,081.05","$ 1,135.11",$ 24.36B,$ 135.90B
"Nov 21, 2022","Nov 22, 2022","$ 1,143.38","$ 1,143.38","$ 1,084.84","$ 1,108.39",$ 21.34B,$ 137.24B
"Nov 20, 2022","Nov 21, 2022","$ 1,219.82","$ 1,223.84","$ 1,138.95","$ 1,144.04",$ 11.23B,$ 145.88B
"Nov 19, 2022","Nov 20, 2022","$ 1,212.81","$ 1,227.42","$ 1,200.79","$ 1,218.90",$ 9.54B,$ 148.03B
"Nov 18, 2022","Nov 19, 2022","$ 1,200.80","$ 1,227.66","$ 1,200.80","$ 1,213.31",$ 15.70B,$ 148.59B
"Nov 17, 2022","Nov 18, 2022","$ 1,217.60","$ 1,226.47","$ 1,188.08","$ 1,200.16",$ 19.15B,$ 147.53B
"Nov 16, 2022","Nov 17, 2022","$ 1,253.75","$ 1,265.64","$ 1,194.69","$ 1,217.31",$ 20.33B,$ 150.61B
"Nov 15, 2022","Nov 16, 2022","$ 1,242.08","$ 1,285.39","$ 1,238.72","$ 1,252.80",$ 23.68B,$ 154.37B
"Nov 14, 2022","Nov 15, 2022","$ 1,223.65","$ 1,287.63","$ 1,181.13","$ 1,242.59",$ 24.09B,$ 150.85B
"Nov 13, 2022","Nov 14, 2022","$ 1,259.03","$ 1,274.52","$ 1,209.37","$ 1,223.80",$ 15.44B,$ 152.44B
"Nov 12, 2022","Nov 13, 2022","$ 1,290.49","$ 1,290.49","$ 1,245.77","$ 1,257.97",$ 28.42B,$ 155.46B
"Nov 11, 2022","Nov 12, 2022","$ 1,298.94","$ 1,304.62","$ 1,211.87","$ 1,294.10",$ 42.95B,$ 155.45B
"Nov 10, 2022","Nov 11, 2022","$ 1,099.63","$ 1,345.92","$ 1,091.55","$ 1,300.65",$ 64.84B,$ 150.86B
"Nov 09, 2022","Nov 10, 2022","$ 1,333.58","$ 1,334.10","$ 1,085.74","$ 1,095.37",$ 70.55B,$ 150.43B
"Nov 08, 2022","Nov 09, 2022","$ 1,567.44","$ 1,573.66","$ 1,263.90","$ 1,332.77",$ 41.88B,$ 178.87B
"Nov 07, 2022","Nov 08, 2022","$ 1,572.80","$ 1,603.98","$ 1,549.89","$ 1,568.22",$ 23.14B,$ 193.72B
"Nov 06, 2022","Nov 07, 2022","$ 1,626.70","$ 1,634.21","$ 1,573.76","$ 1,573.76",$ 14.57B,$ 198.22B
"Nov 05, 2022","Nov 06, 2022","$ 1,643.89","$ 1,659.66","$ 1,624.59","$ 1,626.15",$ 28.37B,$ 201.07B
"Nov 04, 2022","Nov 05, 2022","$ 1,531.00","$ 1,662.10","$ 1,528.86","$ 1,644.63",$ 26.85B,$ 195.69B
"Nov 03, 2022","Nov 04, 2022","$ 1,518.78","$ 1,556.08","$ 1,516.09","$ 1,530.67",$ 34.57B,$ 189.00B
"Nov 02, 2022","Nov 03, 2022","$ 1,578.72","$ 1,612.92","$ 1,506.92","$ 1,519.44",$ 24.67B,$ 191.37B
"Nov 01, 2022","Nov 02, 2022","$ 1,571.90","$ 1,607.00","$ 1,567.84","$ 1,578.99",$ 27.76B,$ 194.05B
"Oct 31, 2022","Nov 01, 2022","$ 1,589.06","$ 1,631.48","$ 1,552.35","$ 1,573.63",$ 25.62B,$ 193.89B
"Oct 30, 2022","Oct 31, 2022","$ 1,619.15","$ 1,637.02","$ 1,578.25","$ 1,589.30",$ 26.90B,$ 196.49B
"Oct 29, 2022","Oct 30, 2022","$ 1,554.41","$ 1,644.77","$ 1,549.78","$ 1,620.51",$ 33.55B,$ 197.02B
"Oct 28, 2022","Oct 29, 2022","$ 1,514.22","$ 1,568.54","$ 1,490.83","$ 1,556.20",$ 36.11B,$ 187.14B
"Oct 27, 2022","Oct 28, 2022","$ 1,566.50","$ 1,573.20","$ 1,510.53","$ 1,514.69",$ 41.46B,$ 190.01B
"Oct 26, 2022","Oct 27, 2022","$ 1,459.72","$ 1,583.13","$ 1,459.03","$ 1,565.49",$ 53.86B,$ 187.23B
"Oct 25, 2022","Oct 26, 2022","$ 1,343.31","$ 1,510.18","$ 1,287.08","$ 1,463.42",$ 26.12B,$ 170.24B
"Oct 24, 2022","Oct 25, 2022","$ 1,363.09","$ 1,367.68","$ 1,326.90","$ 1,343.70",$ 21.17B,$ 164.84B
"Oct 23, 2022","Oct 24, 2022","$ 1,313.02","$ 1,368.13","$ 1,302.27","$ 1,361.79",$ 11.10B,$ 161.52B
"Oct 22, 2022","Oct 23, 2022","$ 1,299.60","$ 1,317.65","$ 1,295.02","$ 1,313.02",$ 15.31B,$ 160.09B
"Oct 21, 2022","Oct 22, 2022","$ 1,282.90","$ 1,305.33","$ 1,260.89","$ 1,299.53",$ 18.64B,$ 157.93B
"Oct 20, 2022","Oct 21, 2022","$ 1,285.70","$ 1,308.28","$ 1,274.47","$ 1,282.69",$ 17.50B,$ 158.09B
"Oct 19, 2022","Oct 20, 2022","$ 1,310.31","$ 1,311.85","$ 1,283.77","$ 1,284.62",$ 19.73B,$ 159.26B
"Oct 18, 2022","Oct 19, 2022","$ 1,330.85","$ 1,339.50","$ 1,291.12","$ 1,311.93",$ 20.47B,$ 162.00B
"Oct 17, 2022","Oct 18, 2022","$ 1,305.28","$ 1,337.12","$ 1,296.60","$ 1,332.41",$ 17.82B,$ 161.40B
"Oct 16, 2022","Oct 17, 2022","$ 1,275.01","$ 1,313.21","$ 1,275.01","$ 1,305.74",$ 12.45B,$ 157.89B
"Oct 15, 2022","Oct 16, 2022","$ 1,296.63","$ 1,300.90","$ 1,269.23","$ 1,273.87",$ 18.20B,$ 157.90B
"Oct 14, 2022","Oct 15, 2022","$ 1,287.29","$ 1,338.38","$ 1,284.91","$ 1,297.55",$ 33.46B,$ 161.22B
"Oct 13, 2022","Oct 14, 2022","$ 1,294.90","$ 1,297.82","$ 1,208.51","$ 1,288.08",$ 23.85B,$ 155.97B
"Oct 12, 2022","Oct 13, 2022","$ 1,280.26","$ 1,303.79","$ 1,277.68","$ 1,294.89",$ 17.10B,$ 158.70B
"Oct 11, 2022","Oct 12, 2022","$ 1,290.35","$ 1,297.26","$ 1,270.89","$ 1,279.41",$ 19.23B,$ 157.25B
"Oct 10, 2022","Oct 11, 2022","$ 1,322.74","$ 1,334.93","$ 1,291.04","$ 1,291.04",$ 14.30B,$ 160.99B
"Oct 09, 2022","Oct 10, 2022","$ 1,315.57","$ 1,327.89","$ 1,308.95","$ 1,322.21",$ 11.10B,$ 161.69B
"Oct 08, 2022","Oct 09, 2022","$ 1,331.74","$ 1,335.96","$ 1,305.81","$ 1,315.12",$ 15.75B,$ 162.66B
"Oct 07, 2022","Oct 08, 2022","$ 1,361.29","$ 1,367.88","$ 1,320.44","$ 1,332.02",$ 23.50B,$ 165.14B
"Oct 06, 2022","Oct 07, 2022","$ 1,358.68","$ 1,388.04","$ 1,354.94","$ 1,357.70",$ 28.84B,$ 168.04B
"Oct 05, 2022","Oct 06, 2022","$ 1,369.29","$ 1,370.31","$ 1,326.71","$ 1,359.84",$ 22.81B,$ 165.98B
"Oct 04, 2022","Oct 05, 2022","$ 1,329.75","$ 1,372.44","$ 1,326.38","$ 1,370.57",$ 24.32B,$ 165.64B
"Oct 03, 2022","Oct 04, 2022","$ 1,285.28","$ 1,335.90","$ 1,280.29","$ 1,329.94",$ 22.61B,$ 160.68B
"Oct 02, 2022","Oct 03, 2022","$ 1,319.73","$ 1,328.23","$ 1,282.59","$ 1,283.60",$ 14.87B,$ 160.71B
"Oct 01, 2022","Oct 02, 2022","$ 1,337.38","$ 1,345.27","$ 1,313.33","$ 1,319.51",$ 24.28B,$ 163.24B
"Sep 30, 2022","Oct 01, 2022","$ 1,345.39","$ 1,377.37","$ 1,328.17","$ 1,337.17",$ 35.10B,$ 165.07B
"Sep 29, 2022","Sep 30, 2022","$ 1,345.85","$ 1,360.86","$ 1,302.60","$ 1,345.67",$ 36.48B,$ 164.27B
"Sep 28, 2022","Sep 29, 2022","$ 1,343.34","$ 1,369.86","$ 1,284.60","$ 1,345.57",$ 44.45B,$ 162.28B
"Sep 27, 2022","Sep 28, 2022","$ 1,349.35","$ 1,418.79","$ 1,320.02","$ 1,342.72",$ 37.17B,$ 168.77B
"Sep 26, 2022","Sep 27, 2022","$ 1,311.51","$ 1,353.73","$ 1,296.97","$ 1,347.69",$ 34.67B,$ 163.06B
"Sep 25, 2022","Sep 26, 2022","$ 1,338.09","$ 1,356.55","$ 1,293.02","$ 1,318.27",$ 30.60B,$ 163.34B
"Sep 24, 2022","Sep 25, 2022","$ 1,340.06","$ 1,367.93","$ 1,328.70","$ 1,342.39",$ 44.02B,$ 165.00B
"Sep 23, 2022","Sep 24, 2022","$ 1,339.28","$ 1,370.37","$ 1,280.72","$ 1,339.37",$ 48.13B,$ 162.76B
"Sep 22, 2022","Sep 23, 2022","$ 1,261.13","$ 1,353.39","$ 1,251.09","$ 1,347.11",$ 52.57B,$ 158.99B
"Sep 21, 2022","Sep 22, 2022","$ 1,337.90","$ 1,394.80","$ 1,237.39","$ 1,260.68",$ 36.38B,$ 164.61B
"Sep 20, 2022","Sep 21, 2022","$ 1,401.51","$ 1,402.23","$ 1,335.05","$ 1,337.62",$ 39.73B,$ 168.01B
"Sep 19, 2022","Sep 20, 2022","$ 1,362.70","$ 1,406.46","$ 1,307.35","$ 1,397.48",$ 49.26B,$ 165.38B
"Sep 18, 2022","Sep 19, 2022","$ 1,488.84","$ 1,488.84","$ 1,351.95","$ 1,353.99",$ 26.68B,$ 176.37B
"Sep 17, 2022","Sep 18, 2022","$ 1,449.23","$ 1,495.84","$ 1,428.65","$ 1,494.33",$ 32.60B,$ 178.91B
"Sep 16, 2022","Sep 17, 2022","$ 1,493.87","$ 1,502.99","$ 1,433.89","$ 1,446.75",$ 47.68B,$ 180.26B
"Sep 15, 2022","Sep 16, 2022","$ 1,655.17","$ 1,670.20","$ 1,480.99","$ 1,492.08",$ 55.53B,$ 193.36B
"Sep 14, 2022","Sep 15, 2022","$ 1,591.41","$ 1,669.35","$ 1,580.14","$ 1,655.18",$ 50.74B,$ 198.34B
"Sep 13, 2022","Sep 14, 2022","$ 1,742.59","$ 1,776.13","$ 1,585.44","$ 1,592.52",$ 40.96B,$ 206.11B
"Sep 12, 2022","Sep 13, 2022","$ 1,784.63","$ 1,797.74","$ 1,726.29","$ 1,739.28",$ 27.27B,$ 215.13B
"Sep 11, 2022","Sep 12, 2022","$ 1,797.20","$ 1,807.25","$ 1,750.57","$ 1,784.60",$ 21.13B,$ 218.44B
"Sep 10, 2022","Sep 11, 2022","$ 1,740.80","$ 1,808.30","$ 1,730.62","$ 1,798.36",$ 27.68B,$ 214.24B
"Sep 09, 2022","Sep 10, 2022","$ 1,653.87","$ 1,753.69","$ 1,652.72","$ 1,737.93",$ 34.19B,$ 209.59B
"Sep 08, 2022","Sep 09, 2022","$ 1,647.24","$ 1,674.43","$ 1,620.75","$ 1,654.32",$ 32.53B,$ 201.36B
"Sep 07, 2022","Sep 08, 2022","$ 1,575.19","$ 1,666.78","$ 1,514.61","$ 1,647.85",$ 32.48B,$ 191.13B
"Sep 06, 2022","Sep 07, 2022","$ 1,632.18","$ 1,697.39","$ 1,578.96","$ 1,578.96",$ 29.85B,$ 201.82B
"Sep 05, 2022","Sep 06, 2022","$ 1,594.50","$ 1,637.31","$ 1,576.23","$ 1,637.31",$ 17.25B,$ 195.19B
"Sep 04, 2022","Sep 05, 2022","$ 1,574.02","$ 1,594.95","$ 1,559.27","$ 1,593.13",$ 13.33B,$ 192.61B
"Sep 03, 2022","Sep 04, 2022","$ 1,594.41","$ 1,597.96","$ 1,556.17","$ 1,571.81",$ 23.58B,$ 192.41B
"Sep 02, 2022","Sep 03, 2022","$ 1,604.15","$ 1,663.16","$ 1,570.62","$ 1,590.97",$ 27.61B,$ 196.91B
"Sep 01, 2022","Sep 02, 2022","$ 1,572.82","$ 1,612.82","$ 1,538.78","$ 1,605.53",$ 29.39B,$ 192.65B
"Aug 31, 2022","Sep 01, 2022","$ 1,540.11","$ 1,632.51","$ 1,540.11","$ 1,571.78",$ 37.21B,$ 195.00B
"Aug 30, 2022","Aug 31, 2022","$ 1,569.09","$ 1,615.63","$ 1,496.72","$ 1,540.15",$ 29.68B,$ 191.64B
"Aug 29, 2022","Aug 30, 2022","$ 1,441.08","$ 1,572.49","$ 1,441.08","$ 1,567.61",$ 23.47B,$ 183.24B
"Aug 28, 2022","Aug 29, 2022","$ 1,508.00","$ 1,523.93","$ 1,446.88","$ 1,446.88",$ 20.93B,$ 183.22B
"Aug 27, 2022","Aug 28, 2022","$ 1,535.24","$ 1,544.78","$ 1,474.98","$ 1,512.36",$ 41.63B,$ 185.03B
"Aug 26, 2022","Aug 27, 2022","$ 1,705.00","$ 1,719.93","$ 1,522.87","$ 1,529.24",$ 32.81B,$ 201.44B
"Aug 25, 2022","Aug 26, 2022","$ 1,660.85","$ 1,728.77","$ 1,660.85","$ 1,704.72",$ 20.56B,$ 208.06B
"Aug 24, 2022","Aug 25, 2022","$ 1,667.74","$ 1,691.01","$ 1,614.16","$ 1,662.15",$ 23.57B,$ 202.06B
"Aug 23, 2022","Aug 24, 2022","$ 1,629.76","$ 1,671.24","$ 1,574.82","$ 1,667.73",$ 24.78B,$ 199.06B
"Aug 22, 2022","Aug 23, 2022","$ 1,624.19","$ 1,629.18","$ 1,542.49","$ 1,629.18",$ 22.89B,$ 193.73B
"Aug 21, 2022","Aug 22, 2022","$ 1,582.12","$ 1,645.70","$ 1,572.49","$ 1,623.64",$ 22.27B,$ 196.83B
"Aug 20, 2022","Aug 21, 2022","$ 1,618.06","$ 1,655.13","$ 1,541.95","$ 1,584.12",$ 27.66B,$ 198.18B
"Aug 19, 2022","Aug 20, 2022","$ 1,848.72","$ 1,848.72","$ 1,617.29","$ 1,617.29",$ 26.55B,$ 212.39B
"Aug 18, 2022","Aug 19, 2022","$ 1,847.74","$ 1,889.63","$ 1,840.06","$ 1,848.13",$ 22.13B,$ 227.97B
"Aug 17, 2022","Aug 18, 2022","$ 1,892.87","$ 1,969.16","$ 1,837.67","$ 1,844.66",$ 23.31B,$ 229.99B
"Aug 16, 2022","Aug 17, 2022","$ 1,917.35","$ 1,928.41","$ 1,875.78","$ 1,894.52",$ 24.17B,$ 231.83B
"Aug 15, 2022","Aug 16, 2022","$ 1,950.43","$ 2,022.03","$ 1,897.41","$ 1,921.27",$ 26.02B,$ 236.42B
"Aug 14, 2022","Aug 15, 2022","$ 1,997.85","$ 2,038.34","$ 1,932.60","$ 1,952.20",$ 19.25B,$ 242.58B
"Aug 13, 2022","Aug 14, 2022","$ 1,974.62","$ 2,031.89","$ 1,963.06","$ 1,997.22",$ 25.53B,$ 244.09B
"Aug 12, 2022","Aug 13, 2022","$ 1,897.58","$ 1,973.61","$ 1,876.64","$ 1,973.61",$ 25.46B,$ 233.30B
"Aug 11, 2022","Aug 12, 2022","$ 1,867.47","$ 1,942.05","$ 1,867.47","$ 1,897.94",$ 35.79B,$ 232.38B
"Aug 10, 2022","Aug 11, 2022","$ 1,710.54","$ 1,881.79","$ 1,673.91","$ 1,865.86",$ 34.39B,$ 215.44B
"Aug 09, 2022","Aug 10, 2022","$ 1,785.49","$ 1,822.75","$ 1,682.27","$ 1,716.06",$ 32.71B,$ 212.05B
"Aug 08, 2022","Aug 09, 2022","$ 1,707.44","$ 1,815.78","$ 1,703.77","$ 1,786.56",$ 26.66B,$ 215.05B
"Aug 07, 2022","Aug 08, 2022","$ 1,696.57","$ 1,732.64","$ 1,677.62","$ 1,706.17",$ 20.12B,$ 207.41B
"Aug 06, 2022","Aug 07, 2022","$ 1,742.54","$ 1,754.81","$ 1,697.51","$ 1,697.51",$ 31.94B,$ 210.39B
"Aug 05, 2022","Aug 06, 2022","$ 1,615.14","$ 1,733.54","$ 1,615.14","$ 1,730.89",$ 34.33B,$ 204.65B
"Aug 04, 2022","Aug 05, 2022","$ 1,626.12","$ 1,667.76","$ 1,592.37","$ 1,618.82",$ 30.47B,$ 198.40B
"Aug 03, 2022","Aug 04, 2022","$ 1,641.11","$ 1,686.47","$ 1,603.72","$ 1,625.35",$ 36.78B,$ 200.99B
"Aug 02, 2022","Aug 03, 2022","$ 1,641.83","$ 1,683.15","$ 1,575.00","$ 1,642.81",$ 36.18B,$ 197.33B
"Aug 01, 2022","Aug 02, 2022","$ 1,691.58","$ 1,713.49","$ 1,619.27","$ 1,642.11",$ 29.12B,$ 203.94B
"Jul 31, 2022","Aug 01, 2022","$ 1,707.16","$ 1,757.93","$ 1,683.63","$ 1,691.13",$ 26.17B,$ 209.05B
"Jul 30, 2022","Jul 31, 2022","$ 1,739.27","$ 1,752.96","$ 1,690.90","$ 1,709.12",$ 38.78B,$ 209.97B
"Jul 29, 2022","Jul 30, 2022","$ 1,736.44","$ 1,772.44","$ 1,673.83","$ 1,741.71",$ 50.72B,$ 210.26B
"Jul 28, 2022","Jul 29, 2022","$ 1,648.39","$ 1,788.05","$ 1,619.89","$ 1,736.87",$ 54.53B,$ 204.40B
"Jul 27, 2022","Jul 28, 2022","$ 1,462.78","$ 1,651.48","$ 1,435.70","$ 1,651.48",$ 38.16B,$ 183.48B
"Jul 26, 2022","Jul 27, 2022","$ 1,451.74","$ 1,457.16","$ 1,374.63","$ 1,451.66",$ 38.72B,$ 172.37B
"Jul 25, 2022","Jul 26, 2022","$ 1,607.73","$ 1,615.32","$ 1,460.92","$ 1,460.92",$ 38.21B,$ 186.75B
"Jul 24, 2022","Jul 25, 2022","$ 1,559.14","$ 1,665.78","$ 1,559.14","$ 1,610.56",$ 31.55B,$ 195.32B
"Jul 23, 2022","Jul 24, 2022","$ 1,546.98","$ 1,607.28","$ 1,506.99","$ 1,562.74",$ 33.41B,$ 189.18B
"Jul 22, 2022","Jul 23, 2022","$ 1,586.23","$ 1,653.44","$ 1,533.63","$ 1,550.05",$ 39.75B,$ 194.09B
"Jul 21, 2022","Jul 22, 2022","$ 1,531.98","$ 1,610.88","$ 1,484.42","$ 1,588.96",$ 44.78B,$ 186.64B
"Jul 20, 2022","Jul 21, 2022","$ 1,556.33","$ 1,624.45","$ 1,515.79","$ 1,531.00",$ 48.04B,$ 191.26B
"Jul 19, 2022","Jul 20, 2022","$ 1,597.16","$ 1,625.38","$ 1,514.69","$ 1,556.66",$ 60.58B,$ 189.27B
"Jul 18, 2022","Jul 19, 2022","$ 1,346.95","$ 1,580.47","$ 1,346.95","$ 1,580.47",$ 45.47B,$ 178.59B
"Jul 17, 2022","Jul 18, 2022","$ 1,363.64","$ 1,390.00","$ 1,339.14","$ 1,349.22",$ 40.29B,$ 165.79B
"Jul 16, 2022","Jul 17, 2022","$ 1,242.13","$ 1,385.14","$ 1,203.31","$ 1,363.78",$ 34.89B,$ 153.97B
"Jul 15, 2022","Jul 16, 2022","$ 1,202.13","$ 1,287.60","$ 1,188.22","$ 1,242.94",$ 36.49B,$ 149.25B
"Jul 14, 2022","Jul 15, 2022","$ 1,121.12","$ 1,210.72","$ 1,083.28","$ 1,200.40",$ 33.21B,$ 137.80B
"Jul 13, 2022","Jul 14, 2022","$ 1,041.49","$ 1,122.36","$ 1,027.20","$ 1,122.36",$ 27.99B,$ 130.30B
"Jul 12, 2022","Jul 13, 2022","$ 1,106.73","$ 1,106.73","$ 1,041.39","$ 1,041.39",$ 22.62B,$ 130.85B
"Jul 11, 2022","Jul 12, 2022","$ 1,175.97","$ 1,182.18","$ 1,101.25","$ 1,102.09",$ 20.34B,$ 139.82B
"Jul 10, 2022","Jul 11, 2022","$ 1,222.19","$ 1,229.37","$ 1,162.47","$ 1,177.65",$ 16.62B,$ 144.60B
"Jul 09, 2022","Jul 10, 2022","$ 1,222.00","$ 1,240.32","$ 1,213.50","$ 1,235.53",$ 23.19B,$ 148.91B
"Jul 08, 2022","Jul 09, 2022","$ 1,247.10","$ 1,275.02","$ 1,204.68","$ 1,239.23",$ 31.80B,$ 150.82B
"Jul 07, 2022","Jul 08, 2022","$ 1,191.39","$ 1,260.29","$ 1,170.14","$ 1,245.35",$ 27.36B,$ 146.48B
"Jul 06, 2022","Jul 07, 2022","$ 1,139.12","$ 1,206.94","$ 1,120.76","$ 1,196.15",$ 30.79B,$ 139.43B
"Jul 05, 2022","Jul 06, 2022","$ 1,155.26","$ 1,176.73","$ 1,085.52","$ 1,139.16",$ 29.15B,$ 138.27B
"Jul 04, 2022","Jul 05, 2022","$ 1,081.69","$ 1,164.40","$ 1,051.37","$ 1,158.16",$ 19.46B,$ 132.99B
"Jul 03, 2022","Jul 04, 2022","$ 1,070.32","$ 1,094.14","$ 1,048.40","$ 1,083.12",$ 15.79B,$ 129.68B
"Jul 02, 2022","Jul 03, 2022","$ 1,062.56","$ 1,082.02","$ 1,036.18","$ 1,072.77",$ 22.04B,$ 128.58B
"Jul 01, 2022","Jul 02, 2022","$ 1,073.69","$ 1,106.52","$ 1,044.65","$ 1,071.64",$ 35.56B,$ 130.00B
"Jun 30, 2022","Jul 01, 2022","$ 1,103.90","$ 1,109.53","$ 1,012.83","$ 1,071.82",$ 29.62B,$ 127.64B
"Jun 29, 2022","Jun 30, 2022","$ 1,148.06","$ 1,161.84","$ 1,093.42","$ 1,101.12",$ 27.14B,$ 136.95B
"Jun 28, 2022","Jun 29, 2022","$ 1,197.90","$ 1,240.06","$ 1,145.29","$ 1,147.73",$ 25.05B,$ 145.21B
"Jun 27, 2022","Jun 28, 2022","$ 1,205.86","$ 1,245.90","$ 1,186.22","$ 1,202.70",$ 24.30B,$ 147.64B
"Jun 26, 2022","Jun 27, 2022","$ 1,248.07","$ 1,284.66","$ 1,204.45","$ 1,204.45",$ 23.16B,$ 150.58B
"Jun 25, 2022","Jun 26, 2022","$ 1,230.39","$ 1,259.93","$ 1,187.20","$ 1,252.33",$ 29.04B,$ 148.27B
"Jun 24, 2022","Jun 25, 2022","$ 1,149.16","$ 1,250.15","$ 1,138.67","$ 1,241.88",$ 31.77B,$ 144.34B
"Jun 23, 2022","Jun 24, 2022","$ 1,057.69","$ 1,157.76","$ 1,056.52","$ 1,149.44",$ 29.92B,$ 134.49B
"Jun 22, 2022","Jun 23, 2022","$ 1,134.11","$ 1,134.11","$ 1,052.73","$ 1,055.50",$ 29.38B,$ 132.48B
"Jun 21, 2022","Jun 22, 2022","$ 1,132.74","$ 1,194.86","$ 1,116.71","$ 1,130.71",$ 35.56B,$ 139.41B
"Jun 20, 2022","Jun 21, 2022","$ 1,132.88","$ 1,165.35","$ 1,067.05","$ 1,141.68",$ 43.04B,$ 134.76B
"Jun 19, 2022","Jun 20, 2022","$ 1,000.82","$ 1,151.38",$ 946.30,"$ 1,131.48",$ 48.42B,$ 125.37B
"Jun 18, 2022","Jun 19, 2022","$ 1,093.13","$ 1,102.83",$ 897.01,$ 999.83,$ 30.55B,$ 122.86B
"Jun 17, 2022","Jun 18, 2022","$ 1,072.13","$ 1,118.71","$ 1,061.92","$ 1,091.90",$ 35.70B,$ 132.51B
"Jun 16, 2022","Jun 17, 2022","$ 1,241.45","$ 1,257.04","$ 1,058.94","$ 1,071.84",$ 58.70B,$ 139.38B
"Jun 15, 2022","Jun 16, 2022","$ 1,216.34","$ 1,238.69","$ 1,022.68","$ 1,236.43",$ 58.26B,$ 138.61B
"Jun 14, 2022","Jun 15, 2022","$ 1,209.60","$ 1,257.32","$ 1,098.58","$ 1,219.06",$ 79.19B,$ 145.57B
"Jun 13, 2022","Jun 14, 2022","$ 1,446.29","$ 1,458.98","$ 1,181.32","$ 1,211.12",$ 72.61B,$ 154.88B
"Jun 12, 2022","Jun 13, 2022","$ 1,539.14","$ 1,554.48","$ 1,443.31","$ 1,453.18",$ 46.61B,$ 180.56B
"Jun 11, 2022","Jun 12, 2022","$ 1,673.37","$ 1,699.86","$ 1,517.09","$ 1,539.50",$ 37.88B,$ 194.89B
"Jun 10, 2022","Jun 11, 2022","$ 1,799.74","$ 1,827.88","$ 1,672.20","$ 1,676.32",$ 27.75B,$ 212.87B
"Jun 09, 2022","Jun 10, 2022","$ 1,803.32","$ 1,847.24","$ 1,789.88","$ 1,800.68",$ 25.76B,$ 219.64B
"Jun 08, 2022","Jun 09, 2022","$ 1,823.40","$ 1,847.36","$ 1,781.95","$ 1,803.55",$ 39.98B,$ 220.03B
