Date Start,Date End,Open,High,Low,Close,Volume,Market Cap
"Jun 26, 2023","Jun 27, 2023","$ 1,893.29","$ 1,901.89","$ 1,844.53","$ 1,858.03",$ 19.36B,$ 225.54B
"Jun 25, 2023","Jun 26, 2023","$ 1,868.27","$ 1,970.12","$ 1,861.10","$ 1,895.66",$ 29.18B,$ 229.77B
"Jun 24, 2023","Jun 25, 2023","$ 1,887.81","$ 1,900.97","$ 1,860.83","$ 1,868.08",$ 19.41B,$ 226.72B
"Jun 23, 2023","Jun 24, 2023","$ 1,869.57","$ 1,925.96","$ 1,861.23","$ 1,886.35",$ 19.00B,$ 226.67B
"Jun 22, 2023","Jun 23, 2023","$ 1,875.17","$ 1,912.17","$ 1,865.39","$ 1,866.74",$ 26.62B,$ 227.35B
"Jun 21, 2023","Jun 22, 2023","$ 1,777.31","$ 1,883.21","$ 1,776.89","$ 1,877.40",$ 25.90B,$ 219.82B
"Jun 20, 2023","Jun 21, 2023","$ 1,733.21","$ 1,783.37","$ 1,715.21","$ 1,783.37",$ 16.51B,$ 209.60B
"Jun 19, 2023","Jun 20, 2023","$ 1,722.22","$ 1,741.30","$ 1,711.23","$ 1,732.13",$ 12.26B,$ 207.70B
"Jun 18, 2023","Jun 19, 2023","$ 1,726.22","$ 1,739.48","$ 1,719.23","$ 1,720.09",$ 11.33B,$ 208.17B
"Jun 17, 2023","Jun 18, 2023","$ 1,716.41","$ 1,754.02","$ 1,712.17","$ 1,725.83",$ 17.33B,$ 208.30B
"Jun 16, 2023","Jun 17, 2023","$ 1,669.03","$ 1,724.91","$ 1,664.70","$ 1,716.73",$ 16.51B,$ 202.96B
"Jun 15, 2023","Jun 16, 2023","$ 1,662.75","$ 1,678.13","$ 1,635.04","$ 1,670.13",$ 23.60B,$ 199.19B
"Jun 14, 2023","Jun 15, 2023","$ 1,741.05","$ 1,757.43","$ 1,648.89","$ 1,663.39",$ 15.25B,$ 209.02B
"Jun 13, 2023","Jun 14, 2023","$ 1,743.65","$ 1,760.45","$ 1,730.91","$ 1,739.45",$ 15.91B,$ 210.10B
"Jun 12, 2023","Jun 13, 2023","$ 1,752.81","$ 1,757.82","$ 1,724.62","$ 1,742.47",$ 15.00B,$ 209.79B
"Jun 11, 2023","Jun 12, 2023","$ 1,751.24","$ 1,774.98","$ 1,742.81","$ 1,753.98",$ 17.35B,$ 211.27B
"Jun 10, 2023","Jun 11, 2023","$ 1,842.56","$ 1,845.08","$ 1,724.84","$ 1,753.15",$ 21.80B,$ 212.49B
"Jun 09, 2023","Jun 10, 2023","$ 1,849.19","$ 1,857.18","$ 1,830.77","$ 1,842.20",$ 12.13B,$ 221.91B
"Jun 08, 2023","Jun 09, 2023","$ 1,837.81","$ 1,860.23","$ 1,830.40","$ 1,847.20",$ 16.29B,$ 222.23B
"Jun 07, 2023","Jun 08, 2023","$ 1,888.61","$ 1,900.76","$ 1,827.48","$ 1,836.29",$ 24.32B,$ 224.75B
"Jun 06, 2023","Jun 07, 2023","$ 1,813.14","$ 1,896.64","$ 1,801.83","$ 1,888.14",$ 23.47B,$ 221.25B
"Jun 05, 2023","Jun 06, 2023","$ 1,889.44","$ 1,893.05","$ 1,788.55","$ 1,812.36",$ 17.06B,$ 223.01B
"Jun 04, 2023","Jun 05, 2023","$ 1,893.03","$ 1,911.61","$ 1,887.21","$ 1,891.79",$ 9.27B,$ 228.99B
"Jun 03, 2023","Jun 04, 2023","$ 1,906.91","$ 1,910.11","$ 1,887.32","$ 1,892.30",$ 11.82B,$ 228.89B
"Jun 02, 2023","Jun 03, 2023","$ 1,863.05","$ 1,911.24","$ 1,854.77","$ 1,907.01",$ 16.24B,$ 227.72B
"Jun 01, 2023","Jun 02, 2023","$ 1,872.38","$ 1,883.43","$ 1,846.72","$ 1,863.21",$ 16.81B,$ 224.31B
"May 31, 2023","Jun 01, 2023","$ 1,897.49","$ 1,902.73","$ 1,854.00","$ 1,871.20",$ 24.50B,$ 225.27B
"May 30, 2023","May 31, 2023","$ 1,889.47","$ 1,911.35","$ 1,882.66","$ 1,897.81",$ 19.62B,$ 228.72B
"May 29, 2023","May 30, 2023","$ 1,906.32","$ 1,920.20","$ 1,878.45","$ 1,889.80",$ 19.24B,$ 228.35B
"May 28, 2023","May 29, 2023","$ 1,831.59","$ 1,910.18","$ 1,827.25","$ 1,909.22",$ 12.87B,$ 222.92B
"May 27, 2023","May 28, 2023","$ 1,829.82","$ 1,836.02","$ 1,821.34","$ 1,831.66",$ 12.41B,$ 220.29B
"May 26, 2023","May 27, 2023","$ 1,807.91","$ 1,837.39","$ 1,802.60","$ 1,829.30",$ 15.59B,$ 219.18B
"May 25, 2023","May 26, 2023","$ 1,802.43","$ 1,815.98","$ 1,773.31","$ 1,807.04",$ 19.25B,$ 216.32B
"May 24, 2023","May 25, 2023","$ 1,852.81","$ 1,853.53","$ 1,787.77","$ 1,802.93",$ 18.09B,$ 218.66B
"May 23, 2023","May 24, 2023","$ 1,819.20","$ 1,866.23","$ 1,818.64","$ 1,852.90",$ 18.19B,$ 222.85B
"May 22, 2023","May 23, 2023","$ 1,809.92","$ 1,827.80","$ 1,798.71","$ 1,821.81",$ 12.87B,$ 218.70B
"May 21, 2023","May 22, 2023","$ 1,822.84","$ 1,830.45","$ 1,806.89","$ 1,810.57",$ 9.67B,$ 218.88B
"May 20, 2023","May 21, 2023","$ 1,815.92","$ 1,830.71","$ 1,811.05","$ 1,823.89",$ 11.04B,$ 219.01B
"May 19, 2023","May 20, 2023","$ 1,803.98","$ 1,824.95","$ 1,801.25","$ 1,815.55",$ 16.40B,$ 218.30B
"May 18, 2023","May 19, 2023","$ 1,824.25","$ 1,831.93","$ 1,782.45","$ 1,805.54",$ 16.88B,$ 218.88B
"May 17, 2023","May 18, 2023","$ 1,825.36","$ 1,833.35","$ 1,792.85","$ 1,822.97",$ 16.24B,$ 218.64B
"May 16, 2023","May 17, 2023","$ 1,818.79","$ 1,828.08","$ 1,802.39","$ 1,823.89",$ 17.29B,$ 219.09B
"May 15, 2023","May 16, 2023","$ 1,802.43","$ 1,843.60","$ 1,790.82","$ 1,819.96",$ 17.76B,$ 219.85B
"May 14, 2023","May 15, 2023","$ 1,798.99","$ 1,822.32","$ 1,794.58","$ 1,801.52",$ 13.21B,$ 217.33B
"May 13, 2023","May 14, 2023","$ 1,806.89","$ 1,813.20","$ 1,792.47","$ 1,798.22",$ 19.14B,$ 217.02B
"May 12, 2023","May 13, 2023","$ 1,796.17","$ 1,810.32","$ 1,748.26","$ 1,806.17",$ 24.91B,$ 213.92B
"May 11, 2023","May 12, 2023","$ 1,844.87","$ 1,844.87","$ 1,779.06","$ 1,798.28",$ 27.11B,$ 218.68B
"May 10, 2023","May 11, 2023","$ 1,852.63","$ 1,886.83","$ 1,799.65","$ 1,845.63",$ 19.02B,$ 223.15B
"May 09, 2023","May 10, 2023","$ 1,859.84","$ 1,865.09","$ 1,845.93","$ 1,853.44",$ 20.94B,$ 223.43B
"May 08, 2023","May 09, 2023","$ 1,885.14","$ 1,897.34","$ 1,827.15","$ 1,860.84",$ 25.08B,$ 224.79B
"May 07, 2023","May 08, 2023","$ 1,904.62","$ 1,935.84","$ 1,893.52","$ 1,893.52",$ 21.50B,$ 230.53B
"May 06, 2023","May 07, 2023","$ 1,996.17","$ 2,015.49","$ 1,877.05","$ 1,905.66",$ 29.75B,$ 232.79B
"May 05, 2023","May 06, 2023","$ 1,876.21","$ 1,998.81","$ 1,876.10","$ 1,994.88",$ 22.41B,$ 232.64B
"May 04, 2023","May 05, 2023","$ 1,902.78","$ 1,911.84","$ 1,869.76","$ 1,875.93",$ 23.20B,$ 227.83B
"May 03, 2023","May 04, 2023","$ 1,870.11","$ 1,901.77","$ 1,845.28","$ 1,901.57",$ 19.45B,$ 224.60B
"May 02, 2023","May 03, 2023","$ 1,831.44","$ 1,876.19","$ 1,825.27","$ 1,868.41",$ 19.79B,$ 222.18B
"May 01, 2023","May 02, 2023","$ 1,871.41","$ 1,885.23","$ 1,810.78","$ 1,831.40",$ 22.88B,$ 221.87B
"Apr 30, 2023","May 01, 2023","$ 1,904.81","$ 1,930.97","$ 1,880.11","$ 1,880.11",$ 13.77B,$ 228.97B
"Apr 29, 2023","Apr 30, 2023","$ 1,889.80","$ 1,911.75","$ 1,886.50","$ 1,902.32",$ 15.66B,$ 228.61B
"Apr 28, 2023","Apr 29, 2023","$ 1,907.63","$ 1,921.07","$ 1,877.10","$ 1,891.04",$ 27.40B,$ 228.92B
"Apr 27, 2023","Apr 28, 2023","$ 1,867.04","$ 1,934.10","$ 1,863.10","$ 1,908.13",$ 44.57B,$ 228.72B
"Apr 26, 2023","Apr 27, 2023","$ 1,865.99","$ 1,958.28","$ 1,808.46","$ 1,866.78",$ 30.47B,$ 227.97B
"Apr 25, 2023","Apr 26, 2023","$ 1,841.34","$ 1,873.59","$ 1,809.31","$ 1,867.98",$ 21.61B,$ 220.77B
"Apr 24, 2023","Apr 25, 2023","$ 1,858.71","$ 1,884.29","$ 1,816.13","$ 1,842.13",$ 17.86B,$ 222.53B
"Apr 23, 2023","Apr 24, 2023","$ 1,872.46","$ 1,877.08","$ 1,839.50","$ 1,860.10",$ 14.34B,$ 224.20B
"Apr 22, 2023","Apr 23, 2023","$ 1,850.25","$ 1,884.67","$ 1,846.21","$ 1,872.91",$ 20.69B,$ 224.19B
"Apr 21, 2023","Apr 22, 2023","$ 1,942.19","$ 1,954.09","$ 1,838.66","$ 1,850.92",$ 27.95B,$ 229.57B
"Apr 20, 2023","Apr 21, 2023","$ 1,936.93","$ 1,976.02","$ 1,917.88","$ 1,944.31",$ 32.52B,$ 234.38B
"Apr 19, 2023","Apr 20, 2023","$ 2,103.91","$ 2,105.21","$ 1,931.15","$ 1,936.79",$ 29.11B,$ 242.31B
"Apr 18, 2023","Apr 19, 2023","$ 2,075.89","$ 2,120.60","$ 2,064.47","$ 2,104.08",$ 23.20B,$ 251.51B
"Apr 17, 2023","Apr 18, 2023","$ 2,119.55","$ 2,119.55","$ 2,064.04","$ 2,076.05",$ 25.66B,$ 250.61B
"Apr 16, 2023","Apr 17, 2023","$ 2,091.61","$ 2,133.94","$ 2,078.26","$ 2,119.55",$ 18.01B,$ 252.11B
"Apr 15, 2023","Apr 16, 2023","$ 2,101.35","$ 2,108.05","$ 2,076.91","$ 2,091.93",$ 28.36B,$ 251.77B
"Apr 14, 2023","Apr 15, 2023","$ 2,013.63","$ 2,123.18","$ 2,011.20","$ 2,102.64",$ 43.35B,$ 252.85B
"Apr 13, 2023","Apr 14, 2023","$ 1,917.90","$ 2,019.80","$ 1,903.53","$ 2,010.98",$ 35.59B,$ 237.22B
"Apr 12, 2023","Apr 13, 2023","$ 1,891.72","$ 1,927.89","$ 1,863.44","$ 1,918.31",$ 24.80B,$ 227.82B
"Apr 11, 2023","Apr 12, 2023","$ 1,911.90","$ 1,932.87","$ 1,889.31","$ 1,893.49",$ 23.81B,$ 230.41B
"Apr 10, 2023","Apr 11, 2023","$ 1,855.71","$ 1,915.65","$ 1,846.62","$ 1,908.19",$ 17.55B,$ 224.88B
"Apr 09, 2023","Apr 10, 2023","$ 1,846.38","$ 1,866.92","$ 1,827.14","$ 1,855.63",$ 14.15B,$ 222.09B
"Apr 08, 2023","Apr 09, 2023","$ 1,860.31","$ 1,874.47","$ 1,845.27","$ 1,845.63",$ 14.41B,$ 224.06B
"Apr 07, 2023","Apr 08, 2023","$ 1,868.23","$ 1,876.75","$ 1,843.31","$ 1,861.18",$ 18.89B,$ 223.83B
"Apr 06, 2023","Apr 07, 2023","$ 1,904.80","$ 1,904.80","$ 1,854.51","$ 1,867.53",$ 23.63B,$ 225.90B
"Apr 05, 2023","Apr 06, 2023","$ 1,869.25","$ 1,924.33","$ 1,866.75","$ 1,905.91",$ 29.85B,$ 229.28B
"Apr 04, 2023","Apr 05, 2023","$ 1,809.42","$ 1,878.91","$ 1,803.21","$ 1,868.09",$ 46.81B,$ 221.85B
"Apr 03, 2023","Apr 04, 2023","$ 1,794.06","$ 1,832.56","$ 1,764.69","$ 1,807.96",$ 21.59B,$ 216.34B
"Apr 02, 2023","Apr 03, 2023","$ 1,817.77","$ 1,823.41","$ 1,778.40","$ 1,794.55",$ 46.74B,$ 221.20B
"Apr 01, 2023","Apr 02, 2023","$ 1,819.40","$ 1,836.50","$ 1,809.97","$ 1,817.99",$ 25.65B,$ 222.76B
"Mar 31, 2023","Apr 01, 2023","$ 1,791.39","$ 1,838.79","$ 1,781.68","$ 1,819.03",$ 24.95B,$ 221.31B
"Mar 30, 2023","Mar 31, 2023","$ 1,793.13","$ 1,823.39","$ 1,768.02","$ 1,790.14",$ 34.97B,$ 219.31B
"Mar 29, 2023","Mar 30, 2023","$ 1,770.42","$ 1,823.92","$ 1,770.42","$ 1,793.91",$ 104.55B,$ 220.13B
"Mar 28, 2023","Mar 29, 2023","$ 1,714.12","$ 1,785.93","$ 1,703.76","$ 1,771.71",$ 26.54B,$ 212.46B
"Mar 27, 2023","Mar 28, 2023","$ 1,771.72","$ 1,778.87","$ 1,698.36","$ 1,715.37",$ 41.03B,$ 213.31B
"Mar 26, 2023","Mar 27, 2023","$ 1,742.46","$ 1,792.19","$ 1,740.43","$ 1,771.97",$ 19.26B,$ 215.20B
"Mar 25, 2023","Mar 26, 2023","$ 1,752.05","$ 1,762.60","$ 1,718.76","$ 1,741.59",$ 45.40B,$ 213.83B
"Mar 24, 2023","Mar 25, 2023","$ 1,817.57","$ 1,820.79","$ 1,734.29","$ 1,750.17",$ 119.49B,$ 218.22B
"Mar 23, 2023","Mar 24, 2023","$ 1,737.08","$ 1,848.19","$ 1,734.76","$ 1,818.92",$ 102.15B,$ 217.41B
"Mar 22, 2023","Mar 23, 2023","$ 1,807.06","$ 1,819.09","$ 1,719.52","$ 1,737.75",$ 29.95B,$ 218.39B
"Mar 21, 2023","Mar 22, 2023","$ 1,735.60","$ 1,824.48","$ 1,725.58","$ 1,807.33",$ 37.38B,$ 217.21B
"Mar 20, 2023","Mar 21, 2023","$ 1,784.57","$ 1,803.10","$ 1,730.17","$ 1,732.59",$ 32.50B,$ 216.43B
"Mar 19, 2023","Mar 20, 2023","$ 1,760.97","$ 1,839.48","$ 1,760.97","$ 1,785.34",$ 30.16B,$ 219.34B
"Mar 18, 2023","Mar 19, 2023","$ 1,792.48","$ 1,832.34","$ 1,759.41","$ 1,759.41",$ 42.14B,$ 220.86B
"Mar 17, 2023","Mar 18, 2023","$ 1,676.74","$ 1,796.23","$ 1,667.00","$ 1,787.49",$ 35.62B,$ 211.28B
"Mar 16, 2023","Mar 17, 2023","$ 1,654.82","$ 1,686.13","$ 1,641.82","$ 1,677.32",$ 50.72B,$ 203.19B
"Mar 15, 2023","Mar 16, 2023","$ 1,704.65","$ 1,719.57","$ 1,616.52","$ 1,653.35",$ 45.43B,$ 205.43B
"Mar 14, 2023","Mar 15, 2023","$ 1,680.76","$ 1,777.55","$ 1,665.07","$ 1,704.80",$ 47.47B,$ 208.62B
"Mar 13, 2023","Mar 14, 2023","$ 1,588.37","$ 1,694.44","$ 1,573.79","$ 1,678.10",$ 87.60B,$ 199.31B
"Mar 12, 2023","Mar 13, 2023","$ 1,477.95","$ 1,589.11","$ 1,460.52","$ 1,585.95",$ 27.34B,$ 182.75B
"Mar 11, 2023","Mar 12, 2023","$ 1,430.16","$ 1,482.02","$ 1,417.82","$ 1,482.02",$ 41.29B,$ 177.72B
"Mar 10, 2023","Mar 11, 2023","$ 1,438.21","$ 1,438.21","$ 1,377.47","$ 1,428.21",$ 38.99B,$ 172.90B
"Mar 09, 2023","Mar 10, 2023","$ 1,533.52","$ 1,544.33","$ 1,422.14","$ 1,439.44",$ 20.90B,$ 185.86B
"Mar 08, 2023","Mar 09, 2023","$ 1,561.06","$ 1,568.62","$ 1,533.21","$ 1,533.59",$ 23.55B,$ 190.42B
"Mar 07, 2023","Mar 08, 2023","$ 1,566.02","$ 1,577.70","$ 1,540.81","$ 1,561.38",$ 16.14B,$ 191.42B
"Mar 06, 2023","Mar 07, 2023","$ 1,564.49","$ 1,580.83","$ 1,557.90","$ 1,566.45",$ 18.17B,$ 191.70B
"Mar 05, 2023","Mar 06, 2023","$ 1,567.73","$ 1,584.44","$ 1,558.30","$ 1,564.17",$ 65.57B,$ 192.09B
"Mar 04, 2023","Mar 05, 2023","$ 1,569.29","$ 1,574.92","$ 1,552.31","$ 1,567.02",$ 14.79B,$ 191.81B
"Mar 03, 2023","Mar 04, 2023","$ 1,648.16","$ 1,648.97","$ 1,554.97","$ 1,568.80",$ 25.72B,$ 192.36B
"Mar 02, 2023","Mar 03, 2023","$ 1,665.93","$ 1,673.63","$ 1,622.33","$ 1,647.34",$ 20.64B,$ 201.01B
"Mar 01, 2023","Mar 02, 2023","$ 1,604.18","$ 1,665.01","$ 1,599.68","$ 1,665.01",$ 22.43B,$ 201.46B
"Feb 28, 2023","Mar 01, 2023","$ 1,633.63","$ 1,644.98","$ 1,604.54","$ 1,604.54",$ 18.98B,$ 199.36B
"Feb 27, 2023","Feb 28, 2023","$ 1,641.38","$ 1,662.44","$ 1,613.29","$ 1,633.53",$ 18.25B,$ 200.30B
"Feb 26, 2023","Feb 27, 2023","$ 1,595.68","$ 1,645.73","$ 1,589.67","$ 1,639.22",$ 14.03B,$ 196.90B
"Feb 25, 2023","Feb 26, 2023","$ 1,608.77","$ 1,609.18","$ 1,568.23","$ 1,595.63",$ 19.94B,$ 195.40B
"Feb 24, 2023","Feb 25, 2023","$ 1,650.21","$ 1,663.24","$ 1,586.80","$ 1,608.69",$ 23.32B,$ 199.69B
"Feb 23, 2023","Feb 24, 2023","$ 1,643.30","$ 1,675.37","$ 1,635.22","$ 1,651.65",$ 27.33B,$ 202.67B
"Feb 22, 2023","Feb 23, 2023","$ 1,660.31","$ 1,665.35","$ 1,602.23","$ 1,643.05",$ 28.92B,$ 199.98B
"Feb 21, 2023","Feb 22, 2023","$ 1,704.33","$ 1,716.48","$ 1,640.08","$ 1,657.23",$ 22.90B,$ 205.92B
"Feb 20, 2023","Feb 21, 2023","$ 1,682.04","$ 1,717.83","$ 1,656.89","$ 1,701.85",$ 23.43B,$ 207.69B
"Feb 19, 2023","Feb 20, 2023","$ 1,692.55","$ 1,720.65","$ 1,672.93","$ 1,681.26",$ 15.06B,$ 207.40B
"Feb 18, 2023","Feb 19, 2023","$ 1,688.26","$ 1,696.62","$ 1,680.64","$ 1,691.92",$ 24.33B,$ 206.62B
"Feb 17, 2023","Feb 18, 2023","$ 1,637.10","$ 1,712.67","$ 1,637.10","$ 1,689.33",$ 35.00B,$ 204.10B
"Feb 16, 2023","Feb 17, 2023","$ 1,670.37","$ 1,729.71","$ 1,634.21","$ 1,634.21",$ 36.60B,$ 206.17B
"Feb 15, 2023","Feb 16, 2023","$ 1,557.02","$ 1,670.56","$ 1,546.29","$ 1,670.56",$ 27.99B,$ 194.49B
"Feb 14, 2023","Feb 15, 2023","$ 1,513.30","$ 1,562.24","$ 1,501.43","$ 1,557.63",$ 27.27B,$ 186.82B
"Feb 13, 2023","Feb 14, 2023","$ 1,525.33","$ 1,529.72","$ 1,474.81","$ 1,514.61",$ 21.55B,$ 184.10B
"Feb 12, 2023","Feb 13, 2023","$ 1,546.81","$ 1,550.56","$ 1,512.61","$ 1,520.54",$ 12.49B,$ 188.35B
"Feb 11, 2023","Feb 12, 2023","$ 1,520.36","$ 1,547.98","$ 1,516.94","$ 1,545.65",$ 19.99B,$ 186.89B
"Feb 10, 2023","Feb 11, 2023","$ 1,552.45","$ 1,562.13","$ 1,516.47","$ 1,521.22",$ 30.66B,$ 189.01B
"Feb 09, 2023","Feb 10, 2023","$ 1,658.38","$ 1,665.37","$ 1,546.45","$ 1,552.65",$ 25.82B,$ 199.17B
"Feb 08, 2023","Feb 09, 2023","$ 1,678.33","$ 1,695.51","$ 1,642.28","$ 1,658.75",$ 26.57B,$ 204.90B
"Feb 07, 2023","Feb 08, 2023","$ 1,621.52","$ 1,683.25","$ 1,621.52","$ 1,680.03",$ 22.21B,$ 201.74B
"Feb 06, 2023","Feb 07, 2023","$ 1,638.05","$ 1,661.90","$ 1,617.50","$ 1,622.49",$ 21.23B,$ 200.93B
"Feb 05, 2023","Feb 06, 2023","$ 1,673.95","$ 1,680.64","$ 1,623.77","$ 1,639.79",$ 18.58B,$ 203.09B
"Feb 04, 2023","Feb 05, 2023","$ 1,672.58","$ 1,700.53","$ 1,656.28","$ 1,673.69",$ 21.45B,$ 205.08B
"Feb 03, 2023","Feb 04, 2023","$ 1,652.17","$ 1,683.01","$ 1,645.63","$ 1,674.37",$ 29.16B,$ 203.25B
"Feb 02, 2023","Feb 03, 2023","$ 1,655.65","$ 1,719.17","$ 1,652.72","$ 1,655.15",$ 32.69B,$ 206.02B
"Feb 01, 2023","Feb 02, 2023","$ 1,598.74","$ 1,658.68","$ 1,571.81","$ 1,655.64",$ 19.22B,$ 195.71B
"Jan 31, 2023","Feb 01, 2023","$ 1,577.69","$ 1,611.37","$ 1,571.98","$ 1,594.60",$ 23.16B,$ 194.35B
"Jan 30, 2023","Jan 31, 2023","$ 1,659.92","$ 1,659.92","$ 1,555.69","$ 1,578.02",$ 26.13B,$ 196.97B
"Jan 29, 2023","Jan 30, 2023","$ 1,581.56","$ 1,668.84","$ 1,577.80","$ 1,661.60",$ 20.95B,$ 198.54B
"Jan 28, 2023","Jan 29, 2023","$ 1,607.34","$ 1,616.24","$ 1,572.40","$ 1,579.80",$ 19.49B,$ 195.22B
"Jan 27, 2023","Jan 28, 2023","$ 1,612.79","$ 1,627.62","$ 1,573.65","$ 1,607.94",$ 23.50B,$ 195.30B
"Jan 26, 2023","Jan 27, 2023","$ 1,623.57","$ 1,644.62","$ 1,598.86","$ 1,611.38",$ 30.64B,$ 198.33B
"Jan 25, 2023","Jan 26, 2023","$ 1,570.71","$ 1,645.58","$ 1,537.76","$ 1,625.23",$ 27.74B,$ 191.95B
"Jan 24, 2023","Jan 25, 2023","$ 1,629.73","$ 1,643.79","$ 1,563.27","$ 1,564.87",$ 19.10B,$ 199.15B
"Jan 23, 2023","Jan 24, 2023","$ 1,630.59","$ 1,645.17","$ 1,615.83","$ 1,632.07",$ 17.58B,$ 199.96B
"Jan 22, 2023","Jan 23, 2023","$ 1,629.57","$ 1,661.53","$ 1,613.64","$ 1,632.63",$ 18.50B,$ 199.84B
"Jan 21, 2023","Jan 22, 2023","$ 1,661.33","$ 1,678.17","$ 1,627.76","$ 1,629.44",$ 24.65B,$ 202.62B
"Jan 20, 2023","Jan 21, 2023","$ 1,553.23","$ 1,663.58","$ 1,545.84","$ 1,663.58",$ 15.70B,$ 192.76B
"Jan 19, 2023","Jan 20, 2023","$ 1,517.96","$ 1,561.39","$ 1,515.13","$ 1,552.56",$ 22.98B,$ 187.70B
"Jan 18, 2023","Jan 19, 2023","$ 1,565.29","$ 1,603.34","$ 1,511.90","$ 1,518.28",$ 20.43B,$ 191.65B
"Jan 17, 2023","Jan 18, 2023","$ 1,577.82","$ 1,595.10","$ 1,555.54","$ 1,568.52",$ 20.02B,$ 192.24B
"Jan 16, 2023","Jan 17, 2023","$ 1,553.06","$ 1,597.46","$ 1,535.34","$ 1,577.92",$ 19.71B,$ 191.24B
"Jan 15, 2023","Jan 16, 2023","$ 1,552.41","$ 1,558.82","$ 1,522.95","$ 1,552.40",$ 19.29B,$ 188.20B
"Jan 14, 2023","Jan 15, 2023","$ 1,453.17","$ 1,565.35","$ 1,453.12","$ 1,554.18",$ 33.25B,$ 188.38B
"Jan 13, 2023","Jan 14, 2023","$ 1,418.25","$ 1,463.67","$ 1,404.50","$ 1,453.48",$ 21.87B,$ 173.49B
"Jan 12, 2023","Jan 13, 2023","$ 1,388.18","$ 1,435.89","$ 1,378.19","$ 1,417.94",$ 22.94B,$ 171.87B
"Jan 11, 2023","Jan 12, 2023","$ 1,335.75","$ 1,387.88","$ 1,324.11","$ 1,387.88",$ 12.95B,$ 163.52B
"Jan 10, 2023","Jan 11, 2023","$ 1,321.54","$ 1,342.92","$ 1,319.73","$ 1,336.37",$ 15.79B,$ 162.85B
"Jan 09, 2023","Jan 10, 2023","$ 1,288.12","$ 1,344.56","$ 1,286.70","$ 1,322.57",$ 15.69B,$ 161.34B
"Jan 08, 2023","Jan 09, 2023","$ 1,263.16","$ 1,285.68","$ 1,259.87","$ 1,285.68",$ 6.44B,$ 154.83B
"Jan 07, 2023","Jan 08, 2023","$ 1,269.30","$ 1,270.63","$ 1,261.91","$ 1,263.69",$ 10.09B,$ 154.81B
"Jan 06, 2023","Jan 07, 2023","$ 1,251.02","$ 1,274.18","$ 1,241.30","$ 1,269.97",$ 10.60B,$ 153.57B
"Jan 05, 2023","Jan 06, 2023","$ 1,257.39","$ 1,259.58","$ 1,246.39","$ 1,250.60",$ 12.12B,$ 153.20B
"Jan 04, 2023","Jan 05, 2023","$ 1,214.94","$ 1,266.16","$ 1,213.68","$ 1,257.05",$ 13.09B,$ 152.83B
"Jan 03, 2023","Jan 04, 2023","$ 1,214.77","$ 1,220.07","$ 1,207.85","$ 1,214.99",$ 8.34B,$ 148.62B
"Jan 02, 2023","Jan 03, 2023","$ 1,201.32","$ 1,220.94","$ 1,195.77","$ 1,214.53",$ 7.97B,$ 148.38B
"Jan 01, 2023","Jan 02, 2023","$ 1,197.14","$ 1,205.10","$ 1,193.42","$ 1,201.56",$ 6.43B,$ 146.63B
"Dec 31, 2022","Jan 01, 2023","$ 1,200.64","$ 1,207.24","$ 1,194.98","$ 1,197.49",$ 7.76B,$ 146.81B
"Dec 30, 2022","Dec 31, 2022","$ 1,201.76","$ 1,202.74","$ 1,186.32","$ 1,199.67",$ 10.07B,$ 146.38B
"Dec 29, 2022","Dec 30, 2022","$ 1,190.81","$ 1,205.25","$ 1,188.56","$ 1,202.14",$ 11.98B,$ 146.58B
"Dec 28, 2022","Dec 29, 2022","$ 1,212.82","$ 1,214.27","$ 1,185.75","$ 1,190.81",$ 11.93B,$ 146.58B
"Dec 27, 2022","Dec 28, 2022","$ 1,228.55","$ 1,231.44","$ 1,205.19","$ 1,212.88",$ 9.37B,$ 149.07B
"Dec 26, 2022","Dec 27, 2022","$ 1,219.77","$ 1,227.66","$ 1,214.13","$ 1,227.66",$ 9.32B,$ 149.26B
"Dec 25, 2022","Dec 26, 2022","$ 1,221.85","$ 1,224.64","$ 1,203.24","$ 1,219.49",$ 6.78B,$ 148.99B
"Dec 24, 2022","Dec 25, 2022","$ 1,220.41","$ 1,225.25","$ 1,215.84","$ 1,221.88",$ 8.22B,$ 149.23B
"Dec 23, 2022","Dec 24, 2022","$ 1,218.17","$ 1,228.27","$ 1,215.90","$ 1,220.08",$ 13.90B,$ 149.44B
"Dec 22, 2022","Dec 23, 2022","$ 1,214.76","$ 1,222.72","$ 1,187.08","$ 1,218.50",$ 10.39B,$ 148.09B
"Dec 21, 2022","Dec 22, 2022","$ 1,218.98","$ 1,219.76","$ 1,206.89","$ 1,213.21",$ 12.98B,$ 148.48B
"Dec 20, 2022","Dec 21, 2022","$ 1,170.24","$ 1,226.04","$ 1,166.52","$ 1,218.69",$ 17.28B,$ 147.86B
"Dec 19, 2022","Dec 20, 2022","$ 1,186.88","$ 1,196.25","$ 1,161.04","$ 1,169.06",$ 10.51B,$ 144.78B
"Dec 18, 2022","Dec 19, 2022","$ 1,189.66","$ 1,197.52","$ 1,177.86","$ 1,188.28",$ 9.52B,$ 145.22B
"Dec 17, 2022","Dec 18, 2022","$ 1,169.16","$ 1,190.83","$ 1,165.12","$ 1,189.74",$ 20.34B,$ 144.43B
"Dec 16, 2022","Dec 17, 2022","$ 1,267.82","$ 1,280.31","$ 1,161.52","$ 1,166.30",$ 17.31B,$ 150.52B
